height,weight,gender,age,rating_0,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,rating_11,rating_12,rating_13,rating_14,rating_15,rating_16,rating_17,rating_18,rating_19,rating_20,rating_21,rating_22,rating_23,rating_24,rating_25,rating_26,rating_27,rating_28,rating_29,rating_30,rating_31,rating_32,rating_33,rating_34,rating_35,rating_36,rating_37,rating_38,rating_39,rating_40,rating_41,rating_42,rating_43,rating_44,rating_45,rating_46,rating_47,rating_48,rating_49,rating_50,rating_51,rating_52,rating_53,rating_54,rating_55,rating_56,rating_57,rating_58,rating_59,rating_60,rating_61,rating_62,rating_63,rating_64,rating_65,rating_66,rating_67,rating_68,rating_69,rating_70,rating_71,rating_72,rating_73,rating_74,rating_75,rating_76,rating_77,rating_78,rating_79,rating_80,rating_81,rating_82,rating_83,rating_84,rating_85,rating_86,rating_87,rating_88,rating_89,rating_90,rating_91,rating_92,rating_93,rating_94,rating_95,rating_96,rating_97,rating_98,rating_99,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32,label_33,label_34,label_35,label_36,label_37,label_38,label_39,label_40,label_41,label_42,label_43,label_44,label_45,label_46,label_47,label_48,label_49,label_50,label_51,label_52,label_53,label_54,label_55,label_56,label_57,label_58,label_59,label_60,label_61,label_62,label_63,label_64,label_65,label_66,label_67,label_68,label_69,label_70,label_71,label_72,label_73,label_74,label_75,label_76,label_77,label_78,label_79,label_80,label_81,label_82,label_83,label_84,label_85,label_86,label_87,label_88,label_89,label_90,label_91,label_92,label_93,label_94,label_95,label_96,label_97,label_98,label_99
,,male,,5,2,2,2,5,5,2,2,2,2,2,1,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,1,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,1,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2
175,60,male,15,3,1,1,1,2,3,1,1,1,5,1,1,1,1,1,2,1,2,5,1,5,1,1,2,1,1,1,1,2,1,1,1,1,5,1,5,1,1,1,1,2,1,1,1,1,1,2,2,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,2,3,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1,1,2,3,1,1,1,5,1,1,1,1,1,2,1,2,5,1,5,1,1,2,1,1,1,1,2,1,1,1,1,5,1,5,1,1,1,1,2,1,1,1,1,1,2,2,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,2,3,1,1,1,5,1,1,1,1,1,1,1,1,2,5,1,1,1,2,1,1,1,1,2,1,1
,,male,,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,1,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,1,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,1,2
,,female,,2,5,5,5,1,2,5,5,5,2,5,5,2,5,2,2,5,5,2,5,2,5,3,2,1,2,5,5,2,3,5,5,2,2,3,2,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,3,2,5,5,5,5,2,2,5,2,5,5,5,1,2,5,5,5,2,5,5,2,5,2,2,5,5,2,5,2,5,3,2,5,2,5,5,2,3,5,5,2,2,3,2,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,3,2,5,5,5,5,2,2,5
,,female,,2,1,5,5,1,2,5,5,5,2,5,5,2,5,2,2,1,5,2,5,2,5,3,2,5,2,5,5,2,3,5,5,2,2,3,2,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,1,2,5,5,5,5,2,2,5,2,1,5,5,1,2,5,5,5,2,5,5,2,5,2,2,1,5,2,5,2,5,3,2,5,2,5,5,2,3,5,5,2,2,3,2,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,3,2,5,5,5,5,2,2,5
,,male,,5,2,2,2,5,5,2,2,1,2,1,2,2,2,3,1,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2,5,2,2,2,5,5,2,2,2,2,1,2,2,2,3,1,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2
,,male,,5,2,2,2,5,5,2,2,2,2,2,2,2,2,1,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,1,5,2,2,1,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,1,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,1,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2
170,70,male,52,1,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,2,1,1,2,3,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1,2,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,2,1,1,2,3,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1
170,70,male,52,2,1,3,1,1,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,2,1,1,2,3,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,2,2,1,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,2,1,1,2,3,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1
,,female,,2,5,5,5,2,2,5,5,5,2,5,5,2,5,2,2,5,5,2,5,2,5,3,2,5,2,5,5,2,3,5,5,2,2,3,2,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,1,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,3,2,5,5,5,5,2,2,5,2,5,5,5,2,2,5,5,5,2,5,5,2,5,2,2,5,5,2,5,2,5,3,2,5,2,5,5,2,3,5,5,2,2,3,2,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,3,2,5,5,5,5,2,2,5
,,male,,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,1,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,1,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,1
,,male,,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,1,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,1,2,2,5,5,2,2,2,2,1,2,2,2,3,3,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,1,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,1,2,2,2,3,3,2
180,70,male,30,1,1,1,1,1,2,1,1,1,5,1,1,1,1,5,3,1,2,5,1,1,1,1,1,1,5,1,1,2,1,1,2,2,5,1,2,2,1,1,1,1,1,1,1,2,1,2,5,1,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,2,5,2,2,2,5,1,1,2,5,1,1,1,1,3,5,1,1,5,1,1,1,1,1,2,2,5,2,1,1,1,1,2,1,1,1,5,1,1,1,1,5,3,1,2,5,1,1,1,1,1,1,5,1,1,2,1,1,2,2,5,1,2,2,1,1,1,1,1,1,1,2,1,2,5,1,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,2,5,2,2,2,5,1,1,2,5,1,1,1,1,3,5,1,1,5,1,1,1,1,1,2,2,5
180,70,male,30,2,1,1,1,2,2,1,1,1,5,1,1,1,1,5,3,1,2,5,1,1,1,1,1,1,5,1,1,2,1,1,2,2,5,1,2,2,1,1,1,5,1,1,1,2,1,2,5,2,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,2,5,2,2,2,5,1,1,2,5,1,1,1,1,3,1,1,1,5,1,1,1,1,1,2,2,5,2,1,1,1,2,2,1,1,1,5,1,1,1,1,5,3,1,2,5,1,1,1,1,1,1,5,1,1,2,1,1,2,2,5,1,2,2,1,1,1,5,1,1,1,2,1,2,5,2,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,2,5,2,2,2,5,1,1,2,5,1,1,1,1,3,5,1,1,5,1,1,1,1,1,2,2,5
,,female,,2,5,5,5,2,2,5,5,5,2,5,1,2,5,2,2,5,5,2,5,2,5,3,2,5,2,5,5,2,3,5,5,2,2,3,1,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,3,2,5,5,5,5,2,2,5,2,5,5,5,2,2,5,5,5,2,5,1,2,5,2,2,5,5,2,5,2,5,3,2,5,2,5,5,2,3,5,5,2,2,3,2,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,3,2,5,5,5,5,2,2,5
,,female,,2,5,5,5,2,2,5,5,5,2,1,5,2,5,2,2,5,5,2,5,1,5,3,2,5,2,5,5,2,3,5,5,2,2,3,2,5,5,2,5,2,5,5,2,1,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,1,1,5,5,5,5,2,2,5,2,5,5,5,2,2,5,5,5,2,1,5,2,5,2,2,5,5,2,5,1,5,3,2,5,2,5,5,2,3,5,5,2,2,3,2,5,5,2,5,2,5,5,2,1,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,3,1,5,5,5,5,2,2,5
170,70,male,52,2,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,2,1,1,2,3,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1,2,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,2,1,1,2,3,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,1,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1
175,60,male,15,3,1,1,1,2,3,1,1,1,5,1,1,1,1,1,1,1,2,1,1,5,1,1,2,1,1,1,1,2,1,1,1,1,5,1,5,1,1,1,1,2,1,1,1,1,1,2,2,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1,1,2,3,1,1,1,5,1,1,1,1,1,2,1,2,1,1,5,1,1,2,1,1,1,1,2,1,1,1,1,5,1,5,1,1,1,1,2,1,1,1,1,1,2,2,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
180,70,male,30,2,1,1,1,2,2,1,1,1,5,1,1,1,1,5,3,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,2,1,5,1,2,2,1,1,1,5,1,1,1,2,1,2,5,1,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,2,5,2,2,2,5,1,1,2,5,1,1,1,1,3,5,1,1,1,1,1,1,1,1,2,2,5,2,1,1,1,2,2,1,1,1,5,1,1,1,1,5,3,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,2,1,5,1,2,2,1,1,1,5,1,1,1,2,1,2,5,2,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,2,5,2,2,2,5,1,1,2,5,1,1,1,1,3,5,1,1,1,1,1,1,1,1,2,2,5
170,70,male,52,2,1,3,1,5,1,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,1,1,1,1,1,5,1,1,2,1,1,2,1,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1,2,1,3,1,5,1,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,1,1,1,1,1,5,1,1,2,1,1,2,1,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1
170,70,male,52,1,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,1,1,1,2,1,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1,1,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,2,1,1,2,1,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1
180,70,male,30,2,1,1,1,2,2,1,1,1,5,1,1,1,1,5,1,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,2,2,5,1,2,2,1,1,1,5,1,1,1,2,1,2,1,2,4,5,2,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,2,5,2,2,2,5,1,1,2,5,1,1,1,1,3,5,1,1,5,1,1,1,1,1,2,2,5,2,1,1,1,2,2,1,1,1,5,1,1,1,1,5,1,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,2,2,5,1,2,2,1,1,1,5,1,1,1,2,1,2,1,2,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,2,5,2,2,2,5,1,1,2,5,1,1,1,1,3,5,1,1,5,1,1,1,1,1,2,2,5
180,70,male,30,2,1,1,1,2,1,1,1,1,5,1,1,1,1,5,3,1,2,5,1,1,1,1,1,1,5,1,1,2,1,1,2,2,5,1,2,1,1,1,1,5,1,1,1,2,1,2,5,2,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,2,5,2,2,2,5,1,1,1,5,1,1,1,1,3,5,1,1,5,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,5,1,1,1,1,5,3,1,2,5,1,1,1,1,1,1,5,1,1,2,1,1,2,2,5,1,2,1,1,1,1,5,1,1,1,2,1,2,5,2,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,2,5,2,2,2,5,1,1,1,5,1,1,1,1,3,5,1,1,5,1,1,1,1,1,2,2,5
,,male,,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,1,2,2,3,3,5,5,5,1,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,1,2,3,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,3,3,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,1,2,2,3,3,5,5,5,1,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,1,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2
170,70,male,52,2,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,2,1,1,1,3,5,1,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,2,5,1,2,1,1,1,1,2,1,2,2,1,2,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,5,1,1,2,1,1,1,3,5,1,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1
,,male,,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,1,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2
,,female,,2,5,5,5,2,2,5,5,5,2,5,5,2,5,2,2,5,5,2,5,2,5,3,2,5,2,1,5,2,3,5,5,2,2,1,2,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,1,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,1,2,2,5,5,3,2,5,5,5,5,2,2,5,2,5,5,5,2,2,5,5,5,2,5,5,2,5,2,2,5,5,2,5,2,5,3,2,5,2,1,5,2,3,5,5,2,2,1,2,5,5,2,5,2,5,5,2,5,3,2,2,2,2,2,3,5,5,2,2,3,2,3,5,1,5,5,2,2,2,2,5,5,5,2,2,2,2,2,2,5,5,2,5,2,5,2,5,5,5,5,2,2,5,5,3,2,5,5,5,5,2,2,5
,,male,,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,1,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,1,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,1,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2
170,70,male,52,2,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,1,1,1,2,1,1,2,3,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,1,5,1,2,1,1,1,2,2,1,2,2,1,2,1,3,1,5,2,1,1,1,1,1,1,2,1,5,5,1,1,5,1,5,2,1,2,1,2,1,1,2,1,2,2,2,5,1,2,1,1,1,1,1,1,1,2,1,1,2,3,5,2,2,1,1,1,1,5,1,5,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,2,5,1,1,1,5,1,1,2,1,1,1,1,1,2,5,1,2,1,1,1,2,2,1,2,2,1
,,male,,5,1,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,1,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,1,2,2,5,5,2,2,2,2,1,2,2,2,3,3,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,1,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,1,2,2,5,5,2,2,2,2,1,2,2,2,3,3,2
,,male,,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,1,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,3,5,2,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,5,2,3,2,2,2,2,5,2,2,2,2,2,3,3,5,5,5,2,2,2,2,3,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,3,5,2,2,2,3,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,3,2
180,70,male,30,2,1,1,1,2,2,1,1,1,5,1,1,1,1,5,3,1,1,5,1,1,1,1,1,1,5,1,1,2,1,1,2,2,5,1,2,2,1,1,1,5,1,1,1,2,1,1,5,2,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,1,5,2,2,2,5,1,1,2,5,1,1,1,1,3,5,1,1,5,1,1,1,1,1,2,2,5,2,1,1,1,2,2,1,1,1,5,1,1,1,1,5,3,1,2,5,1,1,1,1,1,1,5,1,1,2,1,1,2,2,5,1,2,2,1,1,1,5,1,1,1,2,1,1,5,2,4,5,2,1,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,3,1,2,1,5,2,2,2,5,1,1,2,5,1,1,1,1,3,5,1,1,5,1,1,1,1,1,2,2,5
